"childid","l5cathol","l5public","r5race","w3povrty","w3daded","w3momed","w3inccat","p5fstamp","w3momscr","w3dadscr","p5numpla","p5hmage","p5hdage","c5r2mtsc","w3income","c5r2mtsc_std"
"0029014C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.625,NA,-1.33168381508706
"0029016C",-1,1,1,2,-1,5,10,2,53.5,NA,1,35,NA,58.581,NA,0.803319671065014
"0029020C",-1,1,1,2,8,8,12,2,53.5,48.69,1,42,41,71.778,NA,2.14783393937714
"0029021C",-1,1,1,2,5,5,11,2,53.5,35.78,1,27,41,48.332,NA,-0.240851484192316
"0029022C",-1,1,1,2,3,3,10,2,33.42,37.67,1,35,36,35.151,NA,-1.58373566776602
"0032002C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.27,NA,0.771634898961879
"0032006C",-1,1,4,2,6,6,7,2,34.95,34.95,1,37,39,52.725,NA,0.206708656801484
"0032008C",-1,1,1,2,6,7,12,2,53.5,35.78,1,41,43,57.452,NA,0.688296816709904
"0032011C",-1,1,1,1,3,-1,2,1,NA,39.18,1,NA,43,42.438,NA,-0.841333949709606
"0032013C",-1,1,1,2,3,3,8,2,35.78,35.78,1,29,25,47.213,NA,-0.354855535585911
"0032016C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.989,NA,0.335485351137054
"0032017C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.698,NA,0.203957888805391
"0032019C",-1,1,1,1,-1,2,2,2,34.95,NA,1,32,NA,54.188,NA,0.355759530071215
"0032022C",-1,1,1,2,3,2,10,2,34.95,35.92,1,30,31,42.1,NA,-0.875769489808833
"0032024C",-1,1,1,2,3,3,10,2,35.78,39.2,1,44,41,52.062,NA,0.139162020452999
"0033001C",-1,1,4,2,6,5,12,2,53.5,48.69,1,35,36,44.743,NA,-0.606499867080262
"0033003C",-1,1,1,2,6,6,12,2,61.56,53.5,1,41,43,50.695,NA,-0.000108344386181717
"0033005C",-1,1,1,2,3,5,9,2,38.18,34.95,1,45,50,51.682,NA,0.100447507915407
"0033006C",-1,1,1,2,5,5,12,2,38.18,35.78,1,39,41,53.912,NA,0.327640568333384
"0033007C",-1,1,1,2,5,4,11,2,38.18,39.2,1,27,29,40.803,NA,-1.00790823391741
"0033008C",-1,1,1,2,5,3,11,2,NA,53.5,1,34,41,56.153,NA,0.555954312009028
"0033009C",-1,1,1,2,6,5,12,2,38.18,53.5,1,44,45,53.587,NA,0.294529472084128
"0033011C",-1,1,1,2,-1,3,11,2,35.78,NA,1,47,NA,62.881,NA,1.24140494451672
"0033012C",-1,1,1,2,3,3,9,2,NA,39.2,1,35,39,49.45,NA,-0.126949313094873
"0033013C",-1,1,3,2,3,3,6,2,34.95,33.42,1,33,35,46.158,NA,-0.462339248025806
"0033014C",-1,1,1,2,-1,3,6,2,35.78,NA,1,37,NA,48.169,NA,-0.257457972465021
"0033015C",-1,1,1,2,6,8,12,2,59,33.42,1,41,42,62.941,NA,1.24751776228581
"0033016C",-1,1,1,2,6,5,12,2,38.18,63.43,2,38,47,57.573,NA,0.700624332544242
"0033017C",-1,1,1,2,3,6,11,2,61.56,34.95,1,42,46,49.521,NA,-0.119715812068112
"0033018C",-1,1,1,2,6,6,11,2,38.18,53.5,1,45,50,62.858,NA,1.23906169770523
"0033020C",-1,1,1,2,5,6,8,2,38.18,53.5,1,44,50,66.707,NA,1.63119895759258
"0033021C",-1,1,1,2,6,3,10,2,NA,53.5,1,39,38,64.449,NA,1.40115324888236
"0033022C",-1,1,1,2,3,3,10,2,38.18,35.92,1,43,42,35.518,NA,-1.5463455990784
"0033024C",-1,1,1,2,5,5,11,2,38.18,39.18,1,42,41,53.048,NA,0.239615992458437
"0034002C",-1,1,5,2,1,2,5,2,34.95,34.95,1,41,43,48.805,NA,-0.192662104112629
"0034003C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.379,NA,0.68085955509084
"0034004C",-9,-9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.983,NA,-0.174527411397651
"0034005C",-1,1,5,2,2,3,10,2,34.95,34.95,1,35,41,45.39,NA,-0.540583315470203
"0034006C",-1,1,2,2,8,6,9,2,34.95,52.54,1,35,43,48.805,NA,-0.192662104112629
"0034009C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.427,NA,0.176348328548319
"0034012C",-1,1,8,1,-1,5,1,2,38.18,NA,1,31,NA,43.684,NA,-0.714391100704764
"0034013C",-9,-9,2,2,-1,4,6,2,38.18,NA,1,32,NA,44.791,NA,-0.601609612864987
"0034015C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.76,NA,-1.11416938280348
"0034016C",-1,1,4,2,-1,2,7,2,38.18,NA,1,33,NA,56.808,NA,0.6226859059883
"0034017C",-1,1,8,1,-1,3,1,2,NA,NA,1,63,NA,27.843,NA,-2.32827687204161
"0034018C",-1,1,2,1,-1,3,3,1,38.18,NA,1,44,NA,30.862,NA,-2.02070025796005
"0034022C",-9,-9,3,2,-1,3,7,2,38.18,NA,2,29,NA,44.499,NA,-0.631358659341242
"0034023C",-1,1,1,1,-1,3,3,-9,38.18,NA,NA,32,NA,47.51,NA,-0.324597087628898
"0036001C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.775,NA,-0.705119993754971
"0036002C",-9,-9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.977,NA,-2.92590668926666
"0036004C",-1,1,4,1,-1,3,4,2,34.95,NA,NA,35,NA,65.557,NA,1.51403661701829
"0036006C",-9,-9,1,1,3,5,4,2,35.92,39.2,1,35,42,38.618,NA,-1.23051668100856
"0036007C",-1,1,1,2,2,5,6,2,38.18,38.18,1,36,35,55.043,NA,0.442867183280798
"0036008C",-1,1,1,2,5,3,9,2,NA,38.18,1,40,42,59.559,NA,0.902958600701239
"0036010C",-1,1,2,1,-1,4,1,1,35.78,NA,1,30,NA,41.996,NA,-0.886365040608595
"0036011C",-1,1,1,2,5,-1,9,2,NA,33.42,1,NA,33,34.302,NA,-1.67023203919869
"0036012C",-1,1,1,1,-1,1,3,1,NA,NA,1,30,NA,47.115,NA,-0.364839804608763
"0036013C",1,2,1,2,5,5,6,2,52.54,48.69,1,41,40,35.391,NA,-1.55928439668964
"0036014C",-1,1,1,2,3,2,11,2,35.92,39.18,1,43,44,71.211,NA,2.09006781145921
"0036016C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.565,NA,0.69980929017503
"0036017C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.286,NA,1.18078616830654
"0036018C",NA,NA,2,2,6,5,11,2,53.5,62.87,NA,34,44,54.486,NA,0.386119858324379
"0036019C",-1,1,2,1,3,5,2,1,NA,NA,2,27,36,16.33,NA,-3.50122472163451
"0036021C",-1,1,1,1,-1,2,1,1,34.95,NA,1,32,NA,48.499,NA,-0.223837474735005
"0036022C",-1,1,4,1,2,2,2,1,NA,39.2,1,33,34,32.012,NA,-1.90353791738576
"0036023C",-1,1,1,2,-1,3,6,2,38.18,NA,1,43,NA,54.39,NA,0.37633934989383
"0036024C",-1,1,1,1,3,3,4,1,NA,64.89,1,46,44,34.609,NA,-1.63895478828016
"0036040C",-1,1,3,1,3,2,2,-9,NA,35.63,NA,26,34,62.851,NA,1.23834853563217
"0037001C",-1,1,5,1,3,3,3,2,35.78,NA,1,46,50,53.211,NA,0.256222480731141
"0037003C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.385,NA,-1.05049419770876
"0037004C",-1,1,2,1,-1,3,4,2,63.43,NA,1,39,NA,39.874,NA,-1.1025550290422
"0037005C",-1,1,2,1,2,2,6,2,35.78,39.2,1,39,43,50.574,NA,-0.0124358602205206
"0037006C",NA,NA,2,1,-1,3,2,1,NA,NA,1,38,NA,42.979,NA,-0.786216709491612
"0037007C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.008,NA,-1.70018484626725
"0037008C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.707,NA,-0.813928150044836
"0037010C",-9,-9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.912,NA,-0.181760912424412
"0037011C",-1,1,1,2,1,3,6,2,35.78,39.2,1,38,36,43.035,NA,-0.780511412907125
"0037012C",-1,1,4,1,-1,3,3,2,NA,NA,2,29,NA,48.92,NA,-0.180945870055199
"0037013C",-9,-9,4,1,-1,3,2,2,NA,NA,2,33,NA,43.936,NA,-0.68871726607457
"0037014C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.845,NA,-0.494227780721244
"0037016C",-1,1,2,1,5,3,4,2,NA,39.18,1,32,38,43.984,NA,-0.683827011859295
"0037018C",-1,1,2,2,3,3,8,2,38.18,39.2,1,36,39,49.306,NA,-0.141620075740698
"0037019C",-9,-9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.941,NA,-0.790088160745371
"0037020C",-9,-9,2,1,-1,2,2,-9,38.18,NA,NA,37,NA,44.908,NA,-0.589689618215255
"0037021C",-1,1,2,1,-1,5,2,1,NA,NA,1,27,NA,60.701,NA,1.01930589890632
"0037023C",-1,1,4,2,5,3,6,2,34.95,35.78,1,32,41,49.775,NA,-0.0938382168456163
"0037024C",-1,1,4,1,-1,5,3,2,34.95,NA,1,38,NA,44.589,NA,-0.622189432687602
"0037025C",NA,NA,2,1,-1,3,2,1,NA,NA,1,38,NA,44.883,NA,-0.592236625619043
"0037040C",-1,1,2,2,-1,2,5,2,34.95,NA,1,35,NA,44.188,NA,-0.663043431444377
"0037042C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.978,NA,-0.990079182090882
"0037043C",-1,1,3,1,-1,1,1,1,NA,NA,1,37,NA,41.994,NA,-0.886568801200898
"0037044C",-1,1,2,1,-1,4,1,2,38.18,NA,2,39,NA,44.994,NA,-0.580927912746221
"0038003C",-1,1,4,1,-1,5,3,2,NA,NA,2,39,NA,34.033,NA,-1.69763783886346
"0038004C",-1,1,2,1,5,5,5,-9,NA,NA,NA,37,38,61.631,NA,1.11405457432727
"0038008C",-1,1,4,1,-1,2,1,2,34.95,NA,1,31,NA,43.1,NA,-0.773889193657274
"0038009C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.707,NA,-1.01768874234795
"0038010C",-1,1,2,2,6,6,9,2,61.56,61.56,1,39,42,39.868,NA,-1.10316631081911
"0038012C",-1,1,1,2,5,5,11,2,53.5,38.18,1,37,36,35.087,NA,-1.59025600671972
"0038015C",1,2,2,2,-1,6,4,2,NA,NA,1,40,NA,41.623,NA,-0.924366391073127
"0038016C",-1,1,1,1,3,5,3,2,63.43,34.95,2,35,52,39.138,NA,-1.17753892700975
"0038017C",-1,1,1,2,5,3,8,2,38.18,52.54,1,43,45,53.572,NA,0.293001267641854
"0038018C",-1,1,4,1,3,3,3,-9,38.18,34.95,NA,33,31,47.188,NA,-0.3574025429897
"0038019C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.238,NA,0.870255025636588
"0038020C",-1,1,1,2,6,6,8,2,34.95,34.95,1,36,36,64.191,NA,1.37486813247526
"0038022C",-1,1,3,2,3,3,6,2,34.95,39.2,1,34,39,52.587,NA,0.192649175932569
"0038023C",-1,1,1,2,3,3,5,2,34.95,38.18,NA,38,42,35.842,NA,-1.51333638312529
"0038024C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.058,NA,-1.38944994300499
"0039001C",NA,NA,1,2,9,8,8,2,61.56,63.43,1,41,55,60.198,NA,0.968060109942085
"0039002C",-9,-9,1,2,8,9,11,2,72.1,52.54,1,44,45,68.636,NA,1.82772604886894
"0039003C",-1,1,1,2,6,6,12,2,63.43,64.89,1,50,46,59.098,NA,0.85599178417537
"0039004C",2,2,1,2,-1,5,11,2,53.5,NA,1,43,NA,56.426,NA,0.583767632858404
"0039005C",-9,-9,1,2,6,8,10,2,61.56,53.5,1,46,48,50.683,NA,-0.00133090794000047
"0039006C",-1,1,1,2,6,8,13,2,NA,64.89,1,45,49,63.548,NA,1.30935910204981
"0039007C",-1,1,1,2,5,3,11,2,NA,NA,1,47,50,61.001,NA,1.04986998775179
"0039008C",2,2,1,2,7,7,13,2,53.5,53.5,1,39,52,38.293,NA,-1.26362777725782
"0039010C",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.582,NA,0.599660959058047
"0039012C",-9,-9,1,2,-1,9,12,2,59,NA,1,38,NA,70.324,NA,1.99969998877277
"0039013C",-9,-9,1,2,8,6,13,2,38.18,53.5,2,42,48,60.932,NA,1.04284024731733
"0039015C",NA,NA,1,2,9,5,13,2,35.78,77.5,1,43,43,62.747,NA,1.22775298483241
"0039016C",-1,1,1,2,5,8,12,2,72.1,53.5,2,42,39,66.634,NA,1.62376169597352
"0039017C",2,2,1,2,-1,6,10,2,63.43,NA,1,48,NA,41.992,NA,-0.886772561793202
"0039019C",2,2,1,2,8,6,12,2,34.95,53.5,1,41,42,49.523,NA,-0.119512051475809
"0039021C",2,2,1,2,8,8,11,2,53.5,NA,1,53,54,45.303,NA,-0.549446901235389
"0039022C",-9,-9,1,2,8,8,13,2,53.5,53.5,1,44,56,54.934,NA,0.431762231000277
"0039024C",NA,NA,1,2,6,9,10,2,63.43,52.54,1,40,41,68.469,NA,1.81071203941163
"0040002C",-9,-9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.369,NA,0.679840752129324
"0040004C",-9,-9,2,1,-1,1,3,1,NA,NA,1,46,NA,43.986,NA,-0.683623251266993
"0040005C",-9,-9,1,2,4,4,9,2,38.18,38.18,1,36,46,60.575,NA,1.00646898159122
"0040007C",-9,-9,2,2,6,4,10,2,34.95,39.18,1,37,40,60.279,NA,0.976312413930362
"0040009C",NA,NA,1,2,6,6,6,2,38.18,34.95,1,36,44,48.834,NA,-0.189707575524233
"0040010C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.288,NA,0.264067263534811
"0040011C",-9,-9,1,2,3,3,9,2,38.18,39.18,2,48,48,54.803,NA,0.418415912204423
"0040012C",-1,1,1,2,6,6,8,2,63.43,38.18,2,37,37,47.977,NA,-0.27701898932612
"0040013C",-9,-9,1,2,6,6,10,2,64.89,57.83,1,45,50,52.796,NA,0.213942157828244
"0040014C",-1,1,3,2,2,3,6,2,38.18,37.67,1,32,36,44.38,NA,-0.643482414583278
"0040015C",-1,1,4,2,-1,1,4,2,34.95,NA,1,46,NA,38.902,NA,-1.20158267690152
"0040016C",-1,1,4,1,1,1,4,2,34.95,34.95,2,34,30,46.78,NA,-0.398969703819536
"0040017C",-1,1,4,1,5,1,2,1,34.95,34.95,1,33,38,47.983,NA,-0.276407707549211
"0040018C",NA,NA,4,1,-1,4,3,2,38.18,NA,1,41,NA,63.999,NA,1.35530711561416
"0040019C",-1,1,4,2,6,4,7,2,34.95,35.78,2,30,42,48.029,NA,-0.271721213926238
"0040020C",-1,1,4,2,3,3,6,2,NA,34.95,1,34,35,48.238,NA,-0.250428232030563
"0040021C",-1,1,4,2,6,5,5,2,34.95,34.95,1,32,42,36.146,NA,-1.48236477309522
"0040022C",-1,1,4,1,3,5,4,2,38.18,NA,1,45,48,36.595,NA,-1.43662052012317
"0040023C",-1,1,4,2,1,1,6,2,34.95,34.95,1,52,54,49.683,NA,-0.10321120409156
"0040024C",-1,1,4,2,-1,1,5,1,34.95,NA,1,40,NA,42.211,NA,-0.86446077693601
"0040040C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.468,NA,-0.940157836976618
"0040041C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.53,NA,-1.64700333167614
"0040042C",-1,1,1,2,3,3,5,2,34.95,29.6,2,34,44,52.464,NA,0.180117899505926
"0040043C",-9,-9,1,2,2,2,5,2,NA,34.95,1,39,41,47.931,NA,-0.281705482949092
"0040044C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.85,NA,-0.391838083088927
"0041001C",-9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.29,NA,-2.07897578735875
"0041002C",-9,2,1,2,3,5,10,2,NA,39.2,1,29,44,47.9,NA,-0.28486377212979
"0041003C",-9,2,1,2,3,3,10,2,35.78,34.95,2,32,36,64.89,NA,1.4460824594852
"0041004C",-9,2,1,2,5,6,11,2,35.78,53.5,1,38,39,51.826,NA,0.115118270561232
"0041005C",-9,2,1,2,6,6,12,2,NA,53.5,1,42,47,52.187,NA,0.151897057471944
"0041006C",-1,1,1,2,2,3,8,2,53.5,34.95,1,37,39,48.995,NA,-0.173304847843833
"0041007C",-9,2,1,2,8,8,12,2,64.89,64.89,1,43,45,72.064,NA,2.17697170407649
"0041008C",-9,2,1,2,-1,8,8,-9,72.1,NA,NA,43,NA,62.639,NA,1.21674991284804
"0041009C",-9,2,1,2,8,5,11,2,63.43,53.5,1,34,37,49.938,NA,-0.0772317285729118
"0041010C",-9,2,1,2,8,6,13,2,NA,53.5,2,40,38,33.63,NA,-1.73869559821254
"0041012C",-9,2,1,2,8,8,10,2,53.5,53.5,2,45,46,53.491,NA,0.284748963653578
"0041013C",-9,-9,1,2,-1,5,4,2,38.18,NA,1,42,NA,40.248,NA,-1.06445179828152
"0041014C",-9,2,1,2,8,8,11,2,72.1,33.42,2,40,41,62.432,NA,1.19566069154467
"0041015C",-9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.376,NA,0.884314506505503
"0042002C",-1,1,5,2,3,3,5,2,38.18,33.42,1,33,37,53.535,NA,0.289231696684246
"0042003C",-1,1,5,2,2,3,10,2,38.18,33.42,1,35,42,34.043,NA,-1.69661903590195
"0042004C",-1,1,5,1,1,5,4,2,38.18,64.89,3,36,42,38.137,NA,-1.27952110345746
"0042005C",-1,1,5,1,-1,1,2,1,NA,NA,1,41,NA,44.099,NA,-0.672110777801866
"0042006C",-1,1,5,2,5,5,7,2,38.18,38.18,1,29,33,68.519,NA,1.81580605421921
"0042009C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.757,NA,-0.7069538390857
"0042010C",-1,1,3,2,4,3,8,2,34.95,34.95,1,36,42,53.52,NA,0.287703492241973
"0042011C",-1,1,3,1,2,2,3,1,33.42,NA,1,38,39,51.361,NA,0.0677439328507564
"0042012C",-1,1,3,1,2,3,1,1,NA,35.92,1,38,34,30.678,NA,-2.03944623245194
"0042014C",-1,1,4,2,1,5,9,-9,NA,33.42,NA,35,36,52.637,NA,0.197743190740146
"0042016C",-1,1,8,2,6,5,10,2,38.18,34.95,1,31,30,57.404,NA,0.683406562494629
"0042018C",-1,1,3,1,-1,1,1,2,NA,NA,1,63,NA,45.96,NA,-0.482511546663814
"0042019C",-1,1,4,1,-1,1,3,1,29.6,NA,1,27,NA,54.701,NA,0.408024121996964
"0042022C",-1,1,3,1,-1,3,2,1,35.92,NA,1,39,NA,29.408,NA,-2.16883420856442
"0042023C",-1,1,3,1,-1,1,4,1,NA,NA,2,47,NA,40.083,NA,-1.08126204714653
"0043001C",-1,1,5,1,-1,3,5,2,33.42,NA,1,37,NA,26.59,NA,-2.45593288311952
"0043002C",-1,1,5,1,2,2,1,1,NA,NA,1,54,NA,44.95,NA,-0.585410645776889
"0043003C",-1,1,1,2,3,5,10,2,38.18,35.92,1,42,39,41.723,NA,-0.914178361457971
"0043006C",-1,1,1,2,6,8,11,2,61.56,61.56,1,35,41,57.027,NA,0.644997690845491
"0043007C",-1,1,1,2,3,3,8,2,33.42,38.18,1,47,49,52.982,NA,0.232891892912434
"0043008C",-1,1,1,1,-1,4,3,1,34.95,NA,1,44,NA,48.953,NA,-0.177583820282198
"0043010C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.797,NA,0.723445518882191
"0043011C",-1,1,1,2,3,3,10,2,38.18,35.92,1,42,41,35.717,NA,-1.52607142014424
"0043012C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.336,NA,-0.851725739917065
"0043013C",-1,1,3,1,2,2,3,1,34.95,NA,1,42,54,33.854,NA,-1.71587441187459
"0043014C",-1,1,1,2,3,5,9,2,38.18,39.2,1,42,37,60.198,NA,0.968060109942085
"0043015C",-1,1,1,1,7,4,6,1,53.5,34.95,1,43,56,47.612,NA,-0.314205297421439
"0043016C",-1,1,2,2,3,3,6,2,34.95,35.78,1,37,31,38.998,NA,-1.19180216847097
"0043018C",-1,1,1,2,5,3,9,2,48.69,29.6,1,30,35,55.516,NA,0.491056563360485
"0043019C",-1,1,4,2,2,2,6,2,NA,34.95,1,29,41,35.633,NA,-1.53462936502097
"0043020C",-1,1,4,2,5,2,7,2,34.95,34.95,1,38,44,25.142,NA,-2.60345555194697
"0043021C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.437,NA,-0.739555533854199
"0043023C",NA,NA,3,1,1,1,4,1,34.95,33.42,3,28,27,44.791,NA,-0.601609612864987
"0043024C",-1,1,3,1,2,1,4,1,NA,34.95,2,32,32,24.021,NA,-2.71766336393287
"0043040C",-1,1,3,2,2,5,7,2,NA,34.95,1,37,37,44.391,NA,-0.642361731325611
"0043041C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.095,NA,-0.366877410531795
"0044002C",NA,NA,1,2,8,5,13,2,53.5,64.89,1,39,45,52.679,NA,0.202022163178512
"0044004C",NA,NA,1,2,8,6,13,2,NA,59,1,39,47,71.699,NA,2.13978539598117
"0044005C",NA,NA,1,2,6,6,10,2,35.78,35.78,2,48,43,56.144,NA,0.555037389343664
"0044006C",NA,NA,1,2,8,6,12,2,62.87,53.5,1,38,41,68.369,NA,1.80052400979648
"0044007C",NA,NA,1,2,6,6,12,2,61.56,64.89,1,38,37,43.433,NA,-0.739963055038805
"0044008C",NA,NA,1,2,6,3,10,-9,38.18,53.5,NA,40,45,59.582,NA,0.905301847512725
"0044010C",NA,NA,4,2,9,9,13,2,77.5,59,1,43,47,60.304,NA,0.978859421334151
"0044011C",NA,NA,1,2,6,6,13,2,NA,53.5,1,39,42,44.172,NA,-0.664673516182803
"0044013C",NA,NA,1,2,6,6,12,2,35.78,53.5,1,44,47,63.552,NA,1.30976662323441
"0044016C",NA,NA,1,2,7,7,13,2,NA,53.5,1,43,43,67.251,NA,1.68662183869903
"0044017C",NA,NA,1,2,6,6,12,2,53.5,53.5,1,36,37,48.784,NA,-0.194801590331811
"0044018C",2,2,1,2,6,6,12,-9,NA,53.5,NA,41,43,66.26,NA,1.58565846521284
"0044022C",NA,NA,1,2,5,6,12,2,34.95,64.89,1,43,44,54.713,NA,0.409246685550783
"0044023C",NA,NA,1,2,8,9,12,2,35.78,53.5,1,51,54,58.214,NA,0.765929602377392
"0045001C",-1,1,8,2,9,7,11,2,63.43,77.5,1,47,42,52.934,NA,0.228001638697159
"0045003C",-1,1,1,2,3,6,12,2,38.18,53.5,1,43,45,62.307,NA,1.18292565452572
"0045004C",-1,1,1,2,8,6,12,2,34.95,53.5,1,47,48,58.31,NA,0.775710110807942
"0045005C",-1,1,1,2,6,5,10,-9,53.5,53.5,NA,36,40,61.917,NA,1.14319233902662
"0045006C",-1,1,5,2,6,8,11,2,38.18,53.5,1,44,43,57.909,NA,0.734856112051166
"0045007C",NA,NA,1,2,5,6,12,2,NA,53.5,1,43,39,52.625,NA,0.196520627186327
"0045008C",-1,1,1,2,6,3,11,2,38.18,35.92,1,41,43,56.37,NA,0.578062336273916
"0045009C",-1,1,1,2,3,5,10,2,33.42,53.5,1,41,41,56.322,NA,0.573172082058642
"0045010C",-1,1,1,2,8,5,12,2,53.5,53.5,1,44,53,59.194,NA,0.86577229260592
"0045011C",-1,1,1,2,3,5,12,2,38.18,39.18,1,41,42,46.016,NA,-0.476806250079327
"0045013C",-1,1,2,2,6,8,12,2,53.5,48.69,1,42,49,51.2,NA,0.0513412051703559
"0045014C",-1,1,1,2,6,5,12,2,34.95,53.5,1,39,38,47.798,NA,-0.295255562337249
"0045015C",-1,1,1,2,8,5,12,2,38.18,53.5,1,42,42,64.919,NA,1.4490369880736
"0045017C",-1,1,1,2,6,8,12,2,63.43,52.54,1,44,44,71.855,NA,2.15567872218081
"0045018C",-1,1,1,2,-1,6,10,2,52.54,NA,1,48,NA,69.5,NA,1.91575062474389
"0045019C",-1,1,1,2,6,6,9,-9,NA,35.78,NA,42,40,46.465,NA,-0.431061997107277
"0045020C",-1,1,1,2,6,6,12,2,NA,53.5,1,38,41,68.567,NA,1.82069630843448
"0045021C",-1,1,1,2,6,6,12,2,61.56,53.5,1,39,42,57.809,NA,0.72466808243601
"0045022C",-1,1,1,2,9,8,12,2,53.5,59,1,48,47,61.243,NA,1.07452501942046
"0045024C",-1,1,1,2,8,7,10,2,63.43,53.5,1,37,41,60.527,NA,1.00157872737595
"0045040C",-1,1,1,2,3,3,7,2,38.18,35.63,1,31,33,41.766,NA,-0.909797508723454
"0046001C",-1,1,4,1,-1,1,1,1,NA,NA,1,29,NA,42.359,NA,-0.849382493105579
"0046002C",-1,1,3,2,3,2,6,1,NA,33.42,1,42,55,40.903,NA,-0.99772020430225
"0046003C",-1,1,3,1,-1,1,2,1,NA,NA,1,62,NA,52.139,NA,0.14700680325667
"0046006C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.88,NA,-1.00006345111373
"0046009C",-1,1,3,1,-1,3,3,2,34.95,NA,1,31,NA,54.934,NA,0.431762231000277
"0046011C",-1,1,2,2,3,2,7,2,63.43,34.95,1,33,31,31.565,NA,-1.94907840976551
"0046012C",-1,1,4,1,3,2,5,1,38.18,38.18,1,33,31,37.515,NA,-1.34289064766373
"0046018C",-1,1,4,1,3,2,3,2,38.18,34.95,2,27,28,45.39,NA,-0.540583315470203
"0046023C",-1,1,2,2,3,3,6,-9,NA,35.92,NA,32,39,41.324,NA,-0.954828599622443
"0047004C",-1,1,1,2,6,6,12,2,53.5,53.5,1,42,43,53.071,NA,0.241959239269923
"0047006C",-1,1,1,2,5,6,9,2,64.89,64.89,1,37,47,58.174,NA,0.761854390531329
"0047007C",-1,1,1,2,6,8,11,2,53.5,38.18,1,40,47,33.242,NA,-1.77822515311934
"0047008C",-1,1,1,2,6,6,12,2,53.5,39.18,1,37,36,52.806,NA,0.214960960789759
"0047009C",-1,1,1,2,7,6,9,2,38.18,63.43,1,38,37,56.52,NA,0.593344380696651
"0047011C",-1,1,1,2,2,3,13,2,38.18,35.92,1,37,32,52.114,NA,0.14445979585288
"0047014C",-1,1,1,2,6,8,11,2,63.43,64.89,2,40,48,47.08,NA,-0.368405614974068
"0047015C",-1,1,1,2,5,5,11,2,53.5,35.78,1,42,42,61.093,NA,1.05924297499773
"0047016C",-1,1,1,2,-1,5,7,2,38.18,NA,1,45,NA,27.829,NA,-2.32970319618773
"0047017C",-1,1,1,2,3,4,8,2,34.95,39.2,1,35,38,52.026,NA,0.135494329791544
"0047018C",-1,1,1,2,5,5,9,2,NA,35.78,NA,39,41,44.604,NA,-0.620661228245329
"0047019C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.744,NA,0.718045863186159
"0047020C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.32,NA,0.776728913769457
"0047021C",-1,1,1,2,5,6,11,2,38.18,39.18,1,39,39,53.862,NA,0.322546553525806
"0047022C",-1,1,1,2,3,3,10,2,38.18,35.92,1,39,40,53.758,NA,0.311951002726044
